Age,Gender,Weight (kg),Height (m),BMI,Daily meals frequency,meal_name,meal_type,diet_type,cooking_method,Carbs,Proteins,Fats,Calories,Workout_Type,Calories_Burned,cal_balance,goal_label,meal_name_raw,meal_type_raw,diet_type_raw,cooking_method_raw
50.86,1,65.78,1.58,26.35,2.02,99,0,3,4,221.32,87.55,58.84,1786,3,567.6,1218.4,0,Raw Breakfast Paleo,Breakfast,Paleo,Raw
54.95,1,69.2,1.81,21.12,2.0,1,0,1,0,179.12,73.03,48.02,1835,2,1294.92,540.08,0,Baked Breakfast Keto,Breakfast,Keto,Baked
39.01,0,102.65,1.94,27.27,3.0,21,3,3,0,282.26,112.57,75.38,2740,0,791.28,1948.72,0,Baked Snack Paleo,Snack,Paleo,Baked
40.84,0,71.71,1.96,18.67,2.0,129,1,3,5,271.4,107.65,71.82,1731,2,505.36,1225.64,0,Roasted Dinner Paleo,Dinner,Paleo,Roasted
57.26,1,61.96,1.52,26.82,3.0,41,2,5,1,336.9,134.32,89.65,1807,1,1100.1,706.9,0,Boiled Lunch Vegetarian,Lunch,Vegetarian,Boiled
54.94,1,74.77,1.67,26.81,2.02,73,0,1,3,316.99,127.41,84.8,1885,3,907.49,977.51,0,Grilled Breakfast Keto,Breakfast,Keto,Grilled
34.32,0,124.6,1.63,46.9,2.99,0,0,0,0,204.78,81.77,54.81,3272,0,1363.2,1908.8,0,Baked Breakfast Balanced,Breakfast,Balanced,Baked
39.99,1,69.66,1.51,30.55,4.0,37,2,1,1,243.71,97.37,65.38,1831,1,1664.59,166.41,0,Boiled Lunch Keto,Lunch,Keto,Boiled
41.99,0,85.52,1.81,26.1,2.97,49,0,1,2,280.86,112.64,75.01,2436,0,1601.6,834.4,0,Fried Breakfast Keto,Breakfast,Keto,Fried
20.21,1,124.32,1.82,37.53,2.99,147,0,3,6,280.5,111.87,74.16,3308,1,1651.38,1656.62,0,Steamed Breakfast Paleo,Breakfast,Paleo,Steamed
40.15,1,68.8,1.99,17.37,4.01,88,2,4,3,276.04,110.33,73.74,1808,1,1507.31,300.69,0,Grilled Lunch Vegan,Lunch,Vegan,Grilled
33.3,1,66.0,1.71,22.57,3.01,135,2,3,5,200.27,79.64,53.13,1982,2,1283.06,698.94,0,Roasted Lunch Paleo,Lunch,Paleo,Roasted
18.77,0,66.3,1.58,26.56,3.0,101,0,5,4,201.13,80.13,53.76,1877,2,1568.61,308.39,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
30.93,1,76.42,1.62,29.12,2.0,75,0,3,3,312.81,124.73,83.3,2067,0,1313.01,753.99,0,Grilled Breakfast Paleo,Breakfast,Paleo,Grilled
42.89,0,70.04,1.66,25.42,2.99,15,2,3,0,269.38,107.73,72.57,1620,1,1202.26,417.74,0,Baked Lunch Paleo,Lunch,Paleo,Baked
41.96,0,56.21,1.53,24.01,2.01,107,1,5,4,285.24,114.46,76.12,1599,0,940.74,658.26,0,Raw Dinner Vegetarian,Dinner,Vegetarian,Raw
23.19,0,58.2,1.71,19.9,3.03,131,1,5,5,178.61,71.29,47.9,1698,2,1232.23,465.77,0,Roasted Dinner Vegetarian,Dinner,Vegetarian,Roasted
52.98,0,68.06,1.55,28.33,3.01,112,2,4,4,247.47,98.84,65.42,1909,2,1513.26,395.74,0,Raw Lunch Vegan,Lunch,Vegan,Raw
43.03,1,48.69,1.61,18.78,3.02,94,3,4,3,285.32,113.87,75.76,1328,3,844.8,483.2,0,Grilled Snack Vegan,Snack,Vegan,Grilled
47.87,0,86.54,1.76,27.94,2.99,21,3,3,0,346.8,138.33,92.83,2383,3,1401.84,981.16,0,Baked Snack Paleo,Snack,Paleo,Baked
51.54,0,115.59,1.67,41.45,1.99,105,1,3,4,278.3,110.69,74.19,3087,0,1335.51,1751.49,0,Raw Dinner Paleo,Dinner,Paleo,Raw
20.85,1,55.14,1.78,17.4,3.03,61,2,1,2,205.89,83.0,55.04,1483,3,363.33,1119.67,0,Fried Lunch Keto,Lunch,Keto,Fried
38.69,0,69.03,1.64,25.67,3.02,92,3,2,3,319.63,128.09,85.18,1874,2,1445.99,428.01,0,Grilled Snack Low-Carb,Snack,Low-Carb,Grilled
37.77,0,49.6,1.5,22.04,2.01,92,3,2,3,207.42,83.56,55.36,1462,0,1099.0,363.0,0,Grilled Snack Low-Carb,Snack,Low-Carb,Grilled
43.79,1,62.04,1.55,25.82,2.99,45,3,3,1,234.98,92.85,62.63,1832,2,1533.6,298.4,0,Boiled Snack Paleo,Snack,Paleo,Boiled
18.22,1,83.33,1.96,21.69,2.98,38,2,2,1,196.66,78.34,52.82,2269,0,1910.66,358.34,0,Boiled Lunch Low-Carb,Lunch,Low-Carb,Boiled
56.72,0,44.7,1.75,14.6,3.02,117,3,3,4,211.98,84.7,55.87,1310,0,1220.98,89.02,0,Raw Snack Paleo,Snack,Paleo,Raw
40.04,1,63.2,1.61,24.38,2.0,12,2,0,0,282.75,112.87,75.39,1697,3,942.41,754.59,0,Baked Lunch Balanced,Lunch,Balanced,Baked
53.83,0,70.8,1.52,30.64,3.0,11,1,5,0,408.3,162.49,108.36,1819,0,660.6,1158.4,0,Baked Dinner Vegetarian,Dinner,Vegetarian,Baked
40.79,1,61.63,1.64,22.91,2.0,147,0,3,6,217.26,87.69,58.15,1752,0,2008.74,-256.74,1,Steamed Breakfast Paleo,Breakfast,Paleo,Steamed
19.88,1,77.2,1.62,29.42,2.01,19,3,1,0,201.63,79.73,53.83,2136,1,1777.54,358.46,0,Baked Snack Keto,Snack,Keto,Baked
29.04,0,81.24,1.99,20.51,3.02,131,1,5,5,341.31,137.43,91.29,2290,3,957.0,1333.0,0,Roasted Dinner Vegetarian,Dinner,Vegetarian,Roasted
27.22,1,104.47,1.68,37.01,4.01,77,0,5,3,302.85,121.24,81.01,2769,0,1228.8,1540.2,0,Grilled Breakfast Vegetarian,Breakfast,Vegetarian,Grilled
45.06,1,65.44,1.78,20.65,3.99,70,3,4,2,286.82,114.28,77.07,1842,0,1283.63,558.37,0,Fried Snack Vegan,Snack,Vegan,Fried
41.13,0,66.18,1.69,23.17,2.99,97,0,1,4,210.51,83.71,56.16,1753,2,760.91,992.09,0,Raw Breakfast Keto,Breakfast,Keto,Raw
48.99,0,45.77,1.72,15.47,1.99,84,2,0,3,284.59,114.04,75.79,1283,3,999.97,283.03,0,Grilled Lunch Balanced,Lunch,Balanced,Grilled
53.02,1,68.25,1.55,28.41,3.0,70,3,4,2,246.26,98.87,66.32,1809,1,1875.96,-66.96,1,Fried Snack Vegan,Snack,Vegan,Fried
43.75,0,102.73,1.63,38.67,3.01,13,2,1,0,257.24,102.65,69.0,2841,3,972.81,1868.19,0,Baked Lunch Keto,Lunch,Keto,Baked
20.7,0,74.13,1.92,20.11,3.0,98,0,2,4,315.72,127.03,84.58,1984,2,1424.41,559.59,0,Raw Breakfast Low-Carb,Breakfast,Low-Carb,Raw
24.33,1,62.28,1.79,19.44,3.0,17,2,5,0,304.13,121.66,81.23,1758,2,1520.26,237.74,0,Baked Lunch Vegetarian,Lunch,Vegetarian,Baked
46.21,1,74.38,1.53,31.77,3.01,105,1,3,4,302.13,121.45,80.68,2168,1,1714.57,453.43,0,Raw Dinner Paleo,Dinner,Paleo,Raw
52.68,1,68.04,1.71,23.27,3.0,51,0,3,2,252.51,100.52,67.69,1667,2,1134.0,533.0,0,Fried Breakfast Paleo,Breakfast,Paleo,Fried
18.0,1,67.38,1.6,26.32,2.0,156,2,0,6,250.31,99.74,67.27,1854,2,593.46,1260.54,0,Steamed Lunch Balanced,Lunch,Balanced,Steamed
49.4,0,56.71,1.91,15.55,2.01,149,0,5,6,179.27,71.28,48.1,1648,2,1188.0,460.0,0,Steamed Breakfast Vegetarian,Breakfast,Vegetarian,Steamed
25.64,1,76.79,1.63,28.9,2.0,143,3,5,5,281.68,113.33,75.15,1999,2,1071.14,927.86,0,Roasted Snack Vegetarian,Snack,Vegetarian,Roasted
18.0,0,57.84,1.61,22.31,2.99,12,2,0,0,231.22,92.38,61.62,1559,2,2217.87,-658.87,1,Baked Lunch Balanced,Lunch,Balanced,Baked
51.0,1,77.23,1.58,30.94,3.02,87,2,3,3,207.22,82.65,55.29,2038,2,960.3,1077.7,0,Grilled Lunch Paleo,Lunch,Paleo,Grilled
55.22,0,49.29,1.76,15.91,2.99,94,3,4,3,196.34,78.13,52.57,1248,3,835.91,412.09,0,Grilled Snack Vegan,Snack,Vegan,Grilled
37.3,0,53.05,1.71,18.14,2.98,144,0,0,6,245.82,99.32,65.74,1510,0,1085.7,424.3,0,Steamed Breakfast Balanced,Breakfast,Balanced,Steamed
49.15,0,40.09,1.65,14.73,2.99,166,3,4,6,219.62,87.36,57.84,1126,3,746.93,379.07,0,Steamed Snack Vegan,Snack,Vegan,Steamed
39.1,1,108.37,1.88,30.66,2.99,133,2,1,5,213.88,85.57,57.18,2788,3,475.63,2312.37,0,Roasted Lunch Keto,Lunch,Keto,Roasted
46.11,0,75.16,1.53,32.11,3.01,79,1,1,3,302.28,120.69,80.68,2159,0,1251.12,907.88,0,Grilled Dinner Keto,Dinner,Keto,Grilled
50.11,1,51.69,1.5,22.97,3.01,36,2,0,1,227.27,91.14,60.38,1696,0,1162.66,533.34,0,Boiled Lunch Balanced,Lunch,Balanced,Boiled
32.18,1,78.67,1.62,29.98,2.97,7,1,1,0,297.13,118.52,78.86,2034,0,1118.62,915.38,0,Baked Dinner Keto,Dinner,Keto,Baked
26.99,1,89.56,1.87,25.61,2.0,151,1,1,6,206.67,82.52,54.84,2468,3,1270.42,1197.58,0,Steamed Dinner Keto,Dinner,Keto,Steamed
28.98,1,54.4,1.52,23.55,2.98,69,3,3,2,186.98,74.48,49.45,1524,1,1778.7,-254.7,1,Fried Snack Paleo,Snack,Paleo,Fried
45.09,1,114.08,1.71,39.01,3.01,52,0,4,2,210.36,84.03,55.6,2837,1,1006.13,1830.87,0,Fried Breakfast Vegan,Breakfast,Vegan,Fried
56.36,0,85.12,1.63,32.04,3.0,117,3,3,4,265.97,106.36,70.21,2186,1,1330.98,855.02,0,Raw Snack Paleo,Snack,Paleo,Raw
42.65,1,70.26,1.66,25.5,3.01,33,1,3,1,270.75,108.11,71.77,2107,3,660.6,1446.4,0,Boiled Dinner Paleo,Dinner,Paleo,Boiled
31.95,0,102.82,1.98,26.23,2.02,86,2,2,3,225.27,89.5,59.79,2805,3,892.06,1912.94,0,Grilled Lunch Low-Carb,Lunch,Low-Carb,Grilled
29.1,1,87.78,1.93,23.57,3.0,152,1,2,6,386.57,153.8,102.68,2548,1,2684.26,-136.26,1,Steamed Dinner Low-Carb,Dinner,Low-Carb,Steamed
18.36,1,72.42,1.55,30.14,2.0,84,2,0,3,190.32,75.55,50.06,1874,0,738.53,1135.47,0,Grilled Lunch Balanced,Lunch,Balanced,Grilled
36.39,0,76.26,1.77,24.34,3.0,163,3,1,6,231.46,93.47,62.41,2180,3,972.0,1208.0,0,Steamed Snack Keto,Snack,Keto,Steamed
18.0,0,126.26,1.66,45.82,2.96,34,1,4,1,294.51,118.37,78.96,3284,3,1052.08,2231.92,0,Boiled Dinner Vegan,Dinner,Vegan,Boiled
27.06,0,88.67,1.87,25.36,1.99,84,2,0,3,206.63,81.85,54.48,2604,2,1910.03,693.97,0,Grilled Lunch Balanced,Lunch,Balanced,Grilled
49.76,1,73.03,1.55,30.4,2.02,96,0,0,4,192.51,77.76,51.03,1953,1,1087.02,865.98,0,Raw Breakfast Balanced,Breakfast,Balanced,Raw
20.22,1,76.09,1.78,24.02,4.01,146,0,2,6,251.15,100.42,66.52,1960,0,1371.66,588.34,0,Steamed Breakfast Low-Carb,Breakfast,Low-Carb,Steamed
52.2,1,82.62,1.72,27.93,2.98,30,1,0,1,220.61,87.72,58.91,2289,1,1334.31,954.69,0,Boiled Dinner Balanced,Dinner,Balanced,Boiled
51.73,0,68.72,1.63,25.86,2.01,153,1,3,6,229.62,92.65,60.3,1884,2,1158.3,725.7,0,Steamed Dinner Paleo,Dinner,Paleo,Steamed
25.96,0,62.2,1.61,24.0,2.99,10,1,4,0,315.49,126.79,84.12,1833,3,1466.4,366.6,0,Baked Dinner Vegan,Dinner,Vegan,Baked
33.08,0,59.25,1.67,21.24,2.01,3,0,3,0,244.09,97.83,65.18,1575,0,789.84,785.16,0,Baked Breakfast Paleo,Breakfast,Paleo,Baked
42.01,1,97.65,1.91,26.77,3.01,85,2,1,3,231.17,92.5,61.93,2352,3,727.81,1624.19,0,Grilled Lunch Keto,Lunch,Keto,Grilled
41.06,0,61.81,1.64,22.98,2.01,20,3,2,0,215.58,87.26,58.13,1787,3,1506.56,280.44,0,Baked Snack Low-Carb,Snack,Low-Carb,Baked
47.13,1,65.64,1.71,22.45,2.99,17,2,5,0,293.83,117.64,78.78,1708,2,1416.99,291.01,0,Baked Lunch Vegetarian,Lunch,Vegetarian,Baked
45.08,0,85.29,1.86,24.65,1.98,100,0,4,4,254.45,102.56,68.38,2595,0,1708.22,886.78,0,Raw Breakfast Vegan,Breakfast,Vegan,Raw
41.63,0,87.81,1.93,23.57,3.01,147,0,3,6,227.05,90.72,60.73,2429,3,1302.6,1126.4,0,Steamed Breakfast Paleo,Breakfast,Paleo,Steamed
57.07,1,97.08,1.86,28.06,3.0,122,0,2,5,326.73,130.7,87.54,2687,0,1045.53,1641.47,0,Roasted Breakfast Low-Carb,Breakfast,Low-Carb,Roasted
31.01,0,41.85,1.6,16.35,3.0,11,1,5,0,192.16,76.48,51.37,1269,0,1055.12,213.88,0,Baked Dinner Vegetarian,Dinner,Vegetarian,Baked
38.42,1,93.91,1.7,32.49,3.0,96,0,0,4,201.13,81.59,54.51,2575,3,792.0,1783.0,0,Raw Breakfast Balanced,Breakfast,Balanced,Raw
41.37,0,64.62,1.57,26.22,2.99,23,3,5,0,289.51,116.68,77.11,1595,2,1135.89,459.11,0,Baked Snack Vegetarian,Snack,Vegetarian,Baked
25.15,1,73.37,1.7,25.39,3.02,163,3,1,6,176.37,70.31,46.74,1964,2,1544.4,419.6,0,Steamed Snack Keto,Snack,Keto,Steamed
32.8,1,58.28,1.67,20.9,2.01,37,2,1,1,246.66,98.33,65.25,1412,2,891.0,521.0,0,Boiled Lunch Keto,Lunch,Keto,Boiled
42.18,1,55.79,1.53,23.83,2.0,71,3,5,2,284.65,114.79,75.49,1548,1,1297.05,250.95,0,Fried Snack Vegetarian,Snack,Vegetarian,Fried
24.7,0,74.07,1.71,25.33,2.98,101,0,5,4,176.13,70.45,46.72,2111,1,1897.63,213.37,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
45.09,1,78.45,1.96,20.42,4.0,78,1,0,3,220.46,89.15,58.99,2005,0,1142.96,862.04,0,Grilled Dinner Balanced,Dinner,Balanced,Grilled
20.06,0,46.6,1.68,16.51,2.0,141,3,3,5,296.73,117.04,78.8,1367,1,1110.16,256.84,0,Roasted Snack Paleo,Snack,Paleo,Roasted
46.5,0,86.4,1.99,21.82,2.99,17,2,5,0,400.17,161.12,107.11,2337,1,2855.6,-518.6,1,Baked Lunch Vegetarian,Lunch,Vegetarian,Baked
26.45,1,64.47,1.5,28.65,3.0,15,2,3,0,202.04,80.49,54.01,1800,0,2005.66,-205.66,1,Baked Lunch Paleo,Lunch,Paleo,Baked
48.08,1,80.42,1.77,25.67,2.0,148,0,4,6,180.0,72.44,48.05,2250,2,1765.34,484.66,0,Steamed Breakfast Vegan,Breakfast,Vegan,Steamed
41.08,0,94.49,1.99,23.86,2.99,81,1,3,3,354.85,142.43,95.28,2594,2,1159.35,1434.65,0,Grilled Dinner Paleo,Dinner,Paleo,Grilled
39.86,1,69.71,1.55,29.02,3.98,122,0,2,5,283.08,112.06,74.96,2019,2,852.17,1166.83,0,Roasted Breakfast Low-Carb,Breakfast,Low-Carb,Roasted
39.73,0,72.63,1.94,19.3,1.99,144,0,0,6,198.01,79.26,52.71,1697,2,814.01,882.99,0,Steamed Breakfast Balanced,Breakfast,Balanced,Steamed
22.16,1,58.65,1.72,19.82,4.0,125,0,5,5,166.29,65.99,43.62,1575,0,951.98,623.02,0,Roasted Breakfast Vegetarian,Breakfast,Vegetarian,Roasted
58.88,1,87.08,1.76,28.11,2.99,137,2,5,5,218.19,86.49,57.86,2270,1,1478.4,791.6,0,Roasted Lunch Vegetarian,Lunch,Vegetarian,Roasted
30.93,0,42.4,1.76,13.69,3.02,142,3,4,5,200.85,80.91,53.85,998,3,968.44,29.56,0,Roasted Snack Vegan,Snack,Vegan,Roasted
27.22,1,76.23,1.76,24.61,2.99,143,3,5,5,286.49,113.48,76.05,2118,2,662.7,1455.3,0,Roasted Snack Vegetarian,Snack,Vegetarian,Roasted
43.06,0,110.48,1.76,35.67,2.0,147,0,3,6,280.04,112.35,75.82,3047,3,725.34,2321.66,0,Steamed Breakfast Paleo,Breakfast,Paleo,Steamed
46.99,0,49.48,1.69,17.32,1.99,89,2,5,3,249.0,99.26,66.66,1272,0,1418.43,-146.43,1,Grilled Lunch Vegetarian,Lunch,Vegetarian,Grilled
25.93,0,52.85,1.53,22.58,2.99,118,3,4,4,276.9,111.64,74.56,1376,1,1362.33,13.67,0,Raw Snack Vegan,Snack,Vegan,Raw
33.94,1,65.73,1.62,25.05,2.99,164,3,2,6,208.64,84.03,55.15,1708,1,980.1,727.9,0,Steamed Snack Low-Carb,Snack,Low-Carb,Steamed
32.03,0,70.1,1.62,26.71,1.99,15,2,3,0,202.31,80.14,54.03,2024,0,1071.65,952.35,0,Baked Lunch Paleo,Lunch,Paleo,Baked
54.9,1,119.61,1.72,40.43,3.02,94,3,4,3,209.2,83.43,55.82,3305,1,931.7,2373.3,0,Grilled Snack Vegan,Snack,Vegan,Grilled
49.77,0,87.41,1.63,32.9,3.02,6,1,0,0,259.2,103.62,68.97,2314,3,1333.8,980.2,0,Baked Dinner Balanced,Dinner,Balanced,Baked
50.24,0,43.18,1.53,18.45,2.0,46,3,4,1,311.94,125.36,83.13,1179,3,1014.35,164.65,0,Boiled Snack Vegan,Snack,Vegan,Boiled
44.2,0,89.12,1.99,22.5,2.99,72,0,0,3,323.63,129.18,85.94,2523,0,1350.22,1172.78,0,Grilled Breakfast Balanced,Breakfast,Balanced,Grilled
45.11,1,72.96,1.74,24.1,2.98,5,0,5,0,252.19,101.3,67.44,1937,1,1569.49,367.51,0,Baked Breakfast Vegetarian,Breakfast,Vegetarian,Baked
51.91,1,84.92,1.82,25.64,3.0,155,1,5,6,337.29,134.55,89.83,2235,3,1389.47,845.53,0,Steamed Dinner Vegetarian,Dinner,Vegetarian,Steamed
59.18,1,122.94,1.88,34.78,2.0,148,0,4,6,176.36,71.57,47.07,3348,1,797.87,2550.13,0,Steamed Breakfast Vegan,Breakfast,Vegan,Steamed
47.55,0,52.18,1.66,18.94,2.99,60,2,0,2,204.67,81.74,54.02,1641,3,489.29,1151.71,0,Fried Lunch Balanced,Lunch,Balanced,Fried
47.29,0,88.25,1.6,34.47,3.02,17,2,5,0,311.5,124.93,83.64,2319,3,1450.8,868.2,0,Baked Lunch Vegetarian,Lunch,Vegetarian,Baked
54.15,0,46.91,1.5,20.85,2.0,141,3,3,5,286.72,114.49,76.42,1433,1,1675.87,-242.87,1,Roasted Snack Paleo,Snack,Paleo,Roasted
55.09,0,85.96,1.77,27.44,2.99,94,3,4,3,255.34,101.45,68.55,2005,2,1069.2,935.8,0,Grilled Snack Vegan,Snack,Vegan,Grilled
35.96,1,84.05,1.94,22.33,3.0,55,1,1,2,246.65,97.95,65.53,2430,1,2559.7,-129.7,1,Fried Dinner Keto,Dinner,Keto,Fried
24.91,0,64.58,1.77,20.61,4.0,146,0,2,6,287.26,114.91,77.2,1781,1,1089.99,691.01,0,Steamed Breakfast Low-Carb,Breakfast,Low-Carb,Steamed
21.22,1,50.83,1.52,22.0,4.01,158,2,2,6,213.64,84.46,56.25,1504,2,1058.34,445.66,0,Steamed Lunch Low-Carb,Lunch,Low-Carb,Steamed
53.85,1,47.41,1.6,18.52,4.01,52,0,4,2,244.09,96.84,64.3,1395,2,1285.2,109.8,0,Fried Breakfast Vegan,Breakfast,Vegan,Fried
21.26,0,72.81,1.68,25.8,3.02,83,1,5,3,308.73,123.33,82.26,2095,3,850.31,1244.69,0,Grilled Dinner Vegetarian,Dinner,Vegetarian,Grilled
22.06,0,49.7,1.59,19.66,2.98,49,0,1,2,202.0,80.39,53.74,1371,1,1676.4,-305.4,1,Fried Breakfast Keto,Breakfast,Keto,Fried
56.91,1,127.07,1.63,47.83,3.01,68,3,2,2,298.09,118.63,79.53,3176,3,634.75,2541.25,0,Fried Snack Low-Carb,Snack,Low-Carb,Fried
22.92,0,64.44,1.7,22.3,2.0,24,0,0,1,193.37,76.91,51.39,1755,1,606.1,1148.9,0,Boiled Breakfast Balanced,Breakfast,Balanced,Boiled
52.85,1,125.02,1.91,34.27,1.98,104,1,2,4,175.8,70.42,47.0,3294,1,628.06,2665.94,0,Raw Dinner Low-Carb,Dinner,Low-Carb,Raw
54.26,1,86.77,1.76,28.01,3.02,142,3,4,5,297.68,119.26,78.94,2340,0,1414.73,925.27,0,Roasted Snack Vegan,Snack,Vegan,Roasted
31.32,1,63.47,1.64,23.6,4.01,39,2,3,1,264.63,106.11,69.87,1813,2,1799.03,13.97,0,Boiled Lunch Paleo,Lunch,Paleo,Boiled
23.88,0,87.94,1.74,29.05,3.0,12,2,0,0,300.18,120.09,79.52,2577,1,2232.52,344.48,0,Baked Lunch Balanced,Lunch,Balanced,Baked
27.18,1,88.86,1.98,22.67,2.0,104,1,2,4,296.6,117.58,78.7,2374,3,1401.84,972.16,0,Raw Dinner Low-Carb,Dinner,Low-Carb,Raw
19.9,0,82.34,1.99,20.79,2.01,23,3,5,0,200.2,81.42,53.85,2314,3,1310.4,1003.6,0,Baked Snack Vegetarian,Snack,Vegetarian,Baked
36.05,1,85.16,1.88,24.09,2.01,71,3,5,2,200.76,79.05,53.09,2379,3,1544.4,834.6,0,Fried Snack Vegetarian,Snack,Vegetarian,Fried
26.18,0,77.47,1.62,29.52,2.02,146,0,2,6,207.12,82.62,54.94,2241,3,826.62,1414.38,0,Steamed Breakfast Low-Carb,Breakfast,Low-Carb,Steamed
54.58,1,78.97,1.66,28.66,4.01,68,3,2,2,301.35,120.16,80.0,2165,2,1060.26,1104.74,0,Fried Snack Low-Carb,Snack,Low-Carb,Fried
38.09,0,57.08,1.56,23.45,4.03,136,2,4,5,369.85,146.97,98.45,1546,0,1713.36,-167.36,1,Roasted Lunch Vegan,Lunch,Vegan,Roasted
40.07,0,81.58,1.74,26.95,2.0,7,1,1,0,240.48,95.81,64.72,2332,1,1103.1,1228.9,0,Baked Dinner Keto,Dinner,Keto,Baked
24.96,0,77.38,1.55,32.21,1.99,20,3,2,0,226.08,91.0,60.61,2019,0,491.9,1527.1,0,Baked Snack Low-Carb,Snack,Low-Carb,Baked
38.76,1,62.63,1.64,23.29,2.99,82,1,4,3,412.86,165.68,110.35,1822,0,862.4,959.6,0,Grilled Dinner Vegan,Dinner,Vegan,Grilled
43.15,0,66.16,1.83,19.76,3.02,137,2,5,5,230.79,91.93,61.71,1685,0,1064.71,620.29,0,Roasted Lunch Vegetarian,Lunch,Vegetarian,Roasted
23.05,1,87.29,1.91,23.93,1.99,66,3,0,2,201.85,81.52,53.77,2544,0,1956.7,587.3,0,Fried Snack Balanced,Snack,Balanced,Fried
22.41,0,62.79,1.84,18.55,2.99,125,0,5,5,210.88,84.34,55.55,1646,1,617.1,1028.9,0,Roasted Breakfast Vegetarian,Breakfast,Vegetarian,Roasted
23.86,1,86.63,1.74,28.61,2.99,148,0,4,6,299.76,119.47,80.3,2158,3,1223.66,934.34,0,Steamed Breakfast Vegan,Breakfast,Vegan,Steamed
32.91,0,116.85,1.61,45.08,2.98,56,1,2,2,236.75,94.53,62.38,3200,1,1369.37,1830.63,0,Fried Dinner Low-Carb,Dinner,Low-Carb,Fried
25.21,0,57.21,1.56,23.51,3.98,162,3,0,6,195.64,79.58,52.29,1525,2,1460.43,64.57,0,Steamed Snack Balanced,Snack,Balanced,Steamed
34.79,0,100.98,1.76,32.6,3.02,31,1,1,1,256.67,102.11,68.54,2663,1,1016.4,1646.6,0,Boiled Dinner Keto,Dinner,Keto,Boiled
43.14,1,60.68,1.58,24.31,4.0,138,3,0,5,341.23,136.79,91.53,1870,2,2199.6,-329.6,1,Roasted Snack Balanced,Snack,Balanced,Roasted
18.01,0,54.14,1.68,19.18,4.01,58,1,4,2,257.28,102.52,67.97,1621,1,1673.61,-52.61,1,Fried Dinner Vegan,Dinner,Vegan,Fried
38.05,0,72.08,1.77,23.01,3.0,123,0,3,5,211.62,85.0,56.24,1897,2,1118.7,778.3,0,Roasted Breakfast Paleo,Breakfast,Paleo,Roasted
41.28,0,76.78,1.79,23.96,3.02,13,2,1,0,290.06,117.33,77.88,2083,2,1512.0,571.0,0,Baked Lunch Keto,Lunch,Keto,Baked
49.93,1,51.59,1.98,13.16,2.02,137,2,5,5,176.52,70.03,46.65,1549,3,612.68,936.32,0,Roasted Lunch Vegetarian,Lunch,Vegetarian,Roasted
32.69,1,63.84,1.63,24.03,4.01,75,0,3,3,242.13,98.07,64.95,1696,3,1231.45,464.55,0,Grilled Breakfast Paleo,Breakfast,Paleo,Grilled
41.23,0,82.34,1.79,25.7,2.99,40,2,4,1,232.66,93.05,62.07,2345,3,1312.42,1032.58,0,Boiled Lunch Vegan,Lunch,Vegan,Boiled
33.59,0,75.65,1.94,20.1,3.0,78,1,0,3,402.0,161.46,106.62,2125,2,1272.28,852.72,0,Grilled Dinner Balanced,Dinner,Balanced,Grilled
50.29,1,52.1,1.84,15.39,3.01,60,2,0,2,168.75,67.13,45.32,1398,1,1834.8,-436.8,1,Fried Lunch Balanced,Lunch,Balanced,Fried
46.21,0,45.07,1.76,14.55,3.0,96,0,0,4,237.88,94.26,63.74,1125,3,1064.71,60.29,0,Raw Breakfast Balanced,Breakfast,Balanced,Raw
42.32,0,72.19,1.69,25.28,3.0,25,0,1,1,219.63,87.3,58.45,1935,1,1413.58,521.42,0,Boiled Breakfast Keto,Breakfast,Keto,Boiled
51.23,0,65.21,1.74,21.54,3.01,143,3,5,5,249.72,99.19,66.5,1768,1,1965.16,-197.16,1,Roasted Snack Vegetarian,Snack,Vegetarian,Roasted
52.11,0,70.37,1.69,24.64,3.02,67,3,1,2,209.73,83.31,55.42,1987,1,1654.69,332.31,0,Fried Snack Keto,Snack,Keto,Fried
32.1,0,78.76,1.62,30.01,2.99,139,3,1,5,296.0,117.4,79.11,2125,1,1527.37,597.63,0,Roasted Snack Keto,Snack,Keto,Roasted
38.88,1,58.27,1.93,15.64,2.99,62,2,2,2,256.7,102.77,68.62,1510,2,1449.61,60.39,0,Fried Lunch Low-Carb,Lunch,Low-Carb,Fried
39.94,1,73.2,1.59,28.95,4.03,148,0,4,6,180.59,72.41,48.03,2095,2,871.2,1223.8,0,Steamed Breakfast Vegan,Breakfast,Vegan,Steamed
30.96,1,75.57,1.93,20.29,2.99,110,2,2,4,273.71,108.91,72.77,1949,1,724.02,1224.98,0,Raw Lunch Low-Carb,Lunch,Low-Carb,Raw
46.32,1,62.13,1.54,26.2,2.01,73,0,1,3,234.47,94.27,62.66,1694,2,1885.15,-191.15,1,Grilled Breakfast Keto,Breakfast,Keto,Grilled
48.66,1,85.86,1.68,30.42,2.99,164,3,2,6,229.47,92.05,60.85,2527,2,2126.12,400.88,0,Steamed Snack Low-Carb,Snack,Low-Carb,Steamed
18.0,0,72.73,1.55,30.27,2.01,45,3,3,1,190.09,75.58,50.36,1931,3,553.9,1377.1,0,Boiled Snack Paleo,Snack,Paleo,Boiled
